Johanneksen evankeliumi suomeksi ja vosaksi.	Johanof rossa mu fin a vosa.
39 Sen tähden ei he taitaneet uskoa, sillä Jesaja on taas sanonut:	39 Forsy it häsi ej livotee-en uus, syfor Jesaja oo anen saaen:
40 Hän sokaisi heidän silmänsä ja paadutti heidän sydämensä, ettei he näkisi silmillä, eikä ymmärtäisi sydämellä ja kääntäisi itseänsä ja minä parantaisin heitä.	40 Hä ejvokamuuen häsiof kaevsi a hahfikaamen häsiof hemoevsi, syt ej häsi vokaaif vy kaevsi, a ej dakavooif vy hemoev a töönif häsi aut a aj termuuif häsi.
41 Nämä sanoi Jesaja, koska hän näki hänen kunniansa ja puhui hänestä.	41 Täsi saaen Jesaja, kona hä vokaaen häof hon a sasaaen öb hä.
42 Kuitenkin monta myös ylimmäisistä uskoivat häneen, vaan ei he farisealaisten tähden sitä tunnustaneet, ettei he olisi pannaan kuulutettu.	42 Amut si ali ob yllast uusen intu hä mut ej häsi forsy pösousjosi görilsaaen it, syt ej häsi ooif intu ustolhypsao dihdafaaen.
43 Sillä he rakastivat enemmin ihmisten kunniaa kuin Jumalan kunniaa.	43 Syfor häsi raaen enpir mämsiof hon il Hajo-of hon.
44 Mutta Jeesus huusi ja sanoi: Joka uskoo minun päälleni, ei se usko minun päälleni, vaan sen päälle, joka minun lähetti.	44 Mut Jesus sääen a saaen: Kojo uus le aj, ej it uus le aj, mut le it, kojo pagaaen aj.
45 Ja joka minun näkee, hän näkee sen, joka minun lähetti.	45 A kojo vokaa aj, hä vokaa it, kojo pagaaen aj.
46 Minä tulin valkeudeksi maailmaan, että jokainen, joka uskoo minun päälleni, ei pidä pimeissä oleman.	46 Aj uuten mu vitvao tu köl, syt kijo, kojo uus le aj, piit ej in takvaosi oo.
47 Mutta jos joku minun sanani kuulee ja ei usko, en minä häntä tuomitse, sillä en minä tullut maailmaa tuomitsemaan, vaan vapahtamaan.	47 Mut if öjo ajof sa vohöö a ej uus, aj ej hä pöcuu, syfor aj ej uuten pöcuu köl, mut friuur.
48 Joka minun katsoo ylen ja ei ota vastaan minun sanojani, hänellä on se, joka hänen tuomitsee: Se puhe, jonka minä puhuin, pitää hänen tuomitseman viimeisenä päivänä.	48 Kojo kaa aj ylli a ej aap ög ajof sasi, hä oof it, ko pöcuu hä: It sasa, kojo aj sasaaen, piitne hä pöcuu na önva tan.
49 Sillä en minä ole itsestäni puhunut, vaan Isä, joka minut lähetti, hän on minulle käskyn antanut, mitä minun tekemän ja puhuman pitää.	49 Syfor aj ej oo öb aut sasaaen, mut Ma, kojo pagaaen aj, hä oo tu aj pötusa faaen, ko aj tee a sasaa piit.
50 Ja minä tiedän, että hänen käskynsä on iankaikkinen elämä. Sen tähden mitä minä puhun, sen minä puhun, niin kuin Isä on minulle sanonut.	50 A aj daa, syt häof pötusasi oo kikinova eo. Forsy it ko aj sasaa, it aj sasaa, itli li Ma oo tu aj saaen.
Johannes 13	Johan 13
1 Mutta ennen pääsiäisjuhlaa, kun Jeesus tiesi hetkensä tulleeksi, että hänen piti tästä maailmasta Isän tykö menemän, niin kun hän oli rakastanut omiansa, jotka olivat maailmassa, niin hän loppuun asti rakasti heitä.	1 Mut en Afturono, na Jesus daaen häof ipno uuten, syt hä piiten täut köl tu Ma tuu, itli na hä ooen raaen häof öfva josi, kojosi ooen in köl, itli hä tu ön ättu raaen häsi.
2 Ja ehtoollisen jälkeen, kun perkele oli jo Juudaan Simonin Iskariotin sydämeen mennyt, että hänen piti hänen pettämän,	2 A ne usem, na ahjo ooen ripnen intu Judas Simon Iskariot hemoev tuuen, syt hä piiten hä hatuaah,
3 tiesi Jeesus Isän kaikki hänen käsiinsä antaneen ja että hän oli Jumalasta lähtenyt ulos ja oli Jumalan tykö menevä:	3 daaen Jesus ma ki tu häof pavesi faaen a syt hä ooen ut Hajo urtuuen nitu a ooen tu Hajo tuuva:
4 Nousi hän ehtoolliselta ja riisui vaatteensa ja otti liinaisen ja vyötti itsensä.	4 Hä yylen ut usem a taaven häof vatsi a aapen leivatip a beelten aut.
5 Pani hän sitten vettä maljaan ja rupesi pesemään opetuslasten jalkoja ja kuivasi ne sillä liinaisella, jolla hän vyötetty oli.	5 Hä paaen iten vam intu boulves a tenööen voosh usdavjosiof tuvesi a tooven itsi vy it leivatip, kovy beelten hä ooen.
6 Niin hän tuli Simon Pietarin tykö, joka sanoi hänelle: Herra, sinäkö minun jalkani peset?	6 Itli hä uuten tu Simon Pietar, kojo saaen tu hä: Romä, jako ajof tuve voosh?
7 Jeesus vastasi ja sanoi hänelle: Mitä minä teen, et sinä sitä nyt tiedä, mutta tästedes saat sinä sen tietää.	7 Jesus ooken a saaen tu hä: Ko aj tee, ja ej it nen daa, mut täne aaf ja it daa.
8 Pietari sanoi hänelle: Ei sinun pidä ikänä pesemän minun jalkojani. Vastasi hänelle Jeesus: Ellen minä sinua pese, niin ei sinulla ole osaa minun kanssani.	8 Pietar saaen tu hä: Ja piit ejkina voosh ajof tuvesi. Ooken tu hä Jesus: If aj ej ja voosh, itli ej ja oof ik vi aj.
9 Simon Pietari sanoi hänelle: Herra, ei ainoastaan minun jalkojani, mutta myös kädet ja pää.	9 Simon Pietar saaen tu hä: Romä, ej erisli ajof tuvesi, mut ali pavesi a pä.
10 Sanoi Jeesus hänelle: Joka pesty on, ei se muuta tarvitse, vaan että jalat pestään ja niin hän on kokonansa puhdas: Ja te olette puhtaat, ette kuitenkaan kaikki.	10 Saaen Jesus tu hä: Kojo vooshen oo, ej it tua niid, mut syt tuvesi vooshta a itli hä oo kioli klinva: A jasi oo klinva, amut ej ki jasi.
11 Sillä hän tiesi pettäjänsä, sen tähden hän sanoi: Ette kaikki ole puhtaat.	11 Syfor hä daaen häof hatuaahjo, forsy it hä saaen: Jasi ej ki oo klinva.
12 Sitten kun hän oli pessyt heidän jalkansa ja vaatteensa ottanut, istui hän taas ja sanoi heille: Tiedättekö, mitä minä teille tehnyt olen?	12 Iten na hä ooen vooshen häsiof tuvesi a vatsi aapen, siiten hä anen a saaen tu häsi: Daako jasi, ko aj tu jasi tee-en oo?
13 Te kutsutte minun Mestariksi ja Herraksi ja te sanotte oikein, sillä minä myös se olen.	13 Jasi tukoo aj mu Ylvojo a Romä a jasi saa ratli, syfor aj ali it oo.
14 Sen tähden, jos minä, joka olen Herra ja Mestari, olen teidän jalkanne pessyt, niin pitää myös teidänkin toinen toisenne jalat pesemän.	14 Forsy it, if aj, kojo oo Romä a Ylvojo, oo jasiof tuvesi vooshen, itli piit ali jasi obki tuasi tuvesi voosh.
15 Sillä minä annoin teille esikuvan, että te niin tekisitte, kuin minä tein teille.	15 Syfor aj faaen tu jasi edlika, syt jasi itli teeif, li aj tee-en tu jasi.
16 Totisesti, totisesti sanon minä teille: Ei ole palvelija suurempi herraansa, eikä sanansaattaja suurempi kuin se, joka hänen lähetti.	16 Darilli, darilli aj saa tu jasi: Ej oo seerjo pipir häof romä, a ej sagaajo pipir il it, kojo hä pagaaen.
17 Jos te nämä tiedätte, te olette autuaat, jos te niitä teette.	17 If jasi täsi daa, jasi oo pyhrosva, if jasi itsi tee.
18 En minä kaikista teistä puhu.  Minä tiedän ne, jotka minä valitsin. Mutta että Raamattu täytettäisiin: Joka syö leipää minun kanssani, hän tallasi minun jalallansa.	18 Aj ej öb ki jasi sasaa. Aj daa itsi, kojosi aj apkaaen. Mut syt uskirto fuulifta: Kojo eem bekem vi aj, hä letuvee-en aj vy häof tuve.
19 Nyt minä sanon teille ennenkun se tapahtuu, että sitten kun se tapahtunut on, te uskoisitte minun siksi, joka minä olen.	19 Nen aj saa tu jasi en na it hääp, syt iten na it hääpen oo, jasi uusif aj it kojo aj oo.
20 Totisesti, totisesti sanon minä teille: Joka ottaa vastaan sen, jonka minä lähetän, hän ottaa vastaan minun, mutta joka minun ottaa vastaan, hän ottaa vastaan sen, joka minut lähetti.	20 Darilli, darilli aj saa tu jasi: Kojo ögaap it, kojo aj pagaa, hä ögaap aj, mut kojo aj ögaap, hä ögaap it, kojo aj pagaaen.
21 kun Jeesus nämä oli sanonut, tuli hän murheelliseksi hengessä ja todisti ja sanoi: Totisesti, totisesti sanon minä teille, yksi on teistä minun pettävä.	21 Na Jesus täsi ooen saaen, muuen hä sorva in ho a dariilen a saaen: Darilli, darilli aj saa tu jasi,  is nee ob jasi hatuaah aj.
22 Niin opetuslapset katselivat toinen toisensa päälle ja epäilivät, kenestä hän sanoi.	22 Itli usdavjosi kaaen le obki tuasi a suuen, öb kojo hä saaen.
23 Ja yksi hänen opetuslapsistansa istui pöydän tykönä Jeesuksen helmassa, jota Jeesus rakasti.	23 A is häof usdavjosi siiten tut laos in Jesusof vatlydim, kojo Jesus raaen.
24 Niin Simon Pietari viittasi sille, visusti kysymään, kuka se olisi, josta hän sanoi.	24 Itli Simon Pietar tuluuen le it, for tarkjusli koo, kojo it ooif, koöb hä saaen.
25 kun hän nojasi Jeesuksen rintaa vastaan, sanoi hän hänelle: Herra, kuka se on?	25 Na hä ögsuupen ög Jesusof käbve, saaen tu hä: Romä, kojo it oo?
26 Jeesus vastasi: Se on se, jolle minä kastetun palan annan. Ja kun hän oli kastanut leivän, antoi hän sen Juudakselle Simon Iskariotille.	26 Jesus ooken: It oo it, tu kojo aj pa-apinvoomen ikob faa. A na hä ooen pa-apinvoomen bekem, faaen hä it tu Judas Simon Iskariot.
27 Ja sen palan jälkeen meni silloin häneen perkele. Niin Jeesus sanoi hänelle: Mitä teet, niin tee pikemmin.	27 A ne it ikob tuuen itna intu hä Ahjo. Itli Jesus saaen tu hä: Ko ja tee, itli tee ripnapir.
28 Mutta sitä ei yksikään aterioijista ymmärtänyt, mitä varten hän sen hänelle sanoi.	28 Mut it ej is a ob emoobjosi dakavooen, ko for hä it tu hä saaen.
29 Sillä muutamat luulivat, koska Juudaksella oli kukkaro, Jeesuksen hänelle sanovan: Osta, mitä me juhlapäiväksi tarvitsemme, eli että hän vaivaisille jotakin antaisi.	29 Syfor ipsi mejuusen, kona Judas oofen rovipbäg, Jesus tu hä saa: Ääf ja, ko ajsi for ronotan niid, tuasaali syt hä tu tesafjosi ö faaif.
30 kun hän siis sen palan ottanut oli, meni hän kohta ulos, ja yö oli.	30 Na hä syklirli it ikob aapen ooen, tuuen hä ipne nitu, a nat ooen.
31 Kun hän oli mennyt ulos, sanoi Jeesus: Nyt on Ihmisen Poika kirkastettu ja Jumala on kirkastettu hänessä.	31 Na hä ooen tuuen nitu, saaen Jesus: Nen oo Mämof Son kliiren a Hajo oo kliiren in hä.
32 Jos Jumala on kirkastettu hänessä, niin on myös Jumala kirkastava hänen itsessänsä ja kirkastaa hänen pian.	32 If Hajo oo kliiren in hä, itli nee ali Hajo kliir hä in aut a kliir hä ipne.
33 Rakkaat lapsukaiset, minä olen vielä vähän aikaa teidän kanssanne. Teidän pitää minua etsimän ja niin kuin minä sanoin juutalaisille: Ette taida sinne tulla, kuhunka minä menen, niin minä sanon myös nyt teille.	33 Rava ipmämsi, aj oo pirnen ipri no vi jasi. Jasi piitne seek af a itli li aj saaen tu jutjosi: Jasi ej livotee itle uut, kotu aj tuu, itli aj saa ali nen tu jasi.
34 Uuden käskyn minä teille annan, että te rakastaisitte teitänne keskenänne, niin kuin minä teitä rakastin, että te myös toinen toistanne rakastaisitte.	34 Novva pötusa aj tu jasi faa, syt jasi raaif vigög jasi, itli li aj jasi raaen, syt jasi ali obki tuasi raaif.
35 Siitä pitää kaikki tunteman teidät minun opetuslapsikseni, jos te keskenänne rakkauden pidätte.	35 Öb it piit ki kavodaa jasi li ajof usdavjosi, if vigög jasi ra paoo.
36 Sanoi Simon Pietari hänelle: Herra, kuhunka menet? Jeesus vastasi hänelle: Kuhunka minä menen, et sinä taida nyt minua seurata, mutta tästä lähtien sinä olet minua seuraava.	36 Saaen Simon Pietar tu hä: Romä, kotu ja tuu? Jesus ooken tu hä: Kotu aj tuu, ja ej livotee nen aj dekaa, mut täut urtuli ja nee aj dekaa.
37 Pietari sanoi hänelle: Herra, miksi en minä nyt taida sinua seurata? Minä panen henkeni sinun edestäsi.	37 Pietar saaen tu hä: Romä, kosy aj ej nen livotee ja dekaa? Aj paa ajof ho gö ja.
38 Jeesus vastasi hänelle: Sinä panet henkesi minun edestäni? Totisesti, totisesti sanon minä sinulle: Ei laula kukko ennenkun sinä olet kolmasti minut kieltänyt.	38 Jesus ooken tu hä: Ja paa jaof ho gö aj? Darilli, darilli aj saa tu ja: Ej hösaa mäkotsif en na ja oo treli eejen aj.
Johannes 14	Johan 14
1 Ja hän sanoi opetuslapsillensa: Älköön teidän sydämenne murheellinen olko, jos te uskotte Jumalaan, niin uskokaa myös minuun.	1 A hä saaen tu usdavjosi: Ej häsi jasiof hemoevsi sorva oo if jasi uus intu Hajo, itli uus jasi ali intu aj.
2 Minun Isäni huoneessa on monta asuinsijaa, jos ei niin olisi, niin minä sanoisin teille: Minä menen valmistamaan teille sijaa.	2 In ajof Ma tolik oo si eloculosi, if ej itli ooif, itli aj saaif tu jasi: Aj tuu for enfortee tu jasi culo.
3 Ja vaikka minä menen pois valmistamaan teille sijaa, niin minä tulen jälleen ja otan teidät tyköni, että kussa minä olen, siellä pitää myös teidän oleman.	3 A tajli aj tuu yr for enfortee tu jasi culo, itli aj uutne dunen a aap jasi tu aj, syt koin aj oo, itla piit ali jasi oo.
4 Ja kuhunka minä menen, te tiedätte ja tien te myös tiedätte.	4 A kotu aj tuu, jasi daa a tul jasi ali daa.
5 Sanoi Tuomas hänelle: Herra, emme tiedä, kuhunka menet, kuinka siis me taidamme tietää tien?	5 Saaen Tomas tu hä: Romä, ajsi ej daa, kotu ja tuu, koli syklirli ajsi livotee daa tul?
6 Jeesus sanoi hänelle: Minä olen tie, totuus ja elämä. Ei kenkään tule Isän tykö, vaan minun kauttani.	6 Jesus saaen tu hä: Aj oo tul, darilvao a eo. Ejkojo uut tu Ma, mut intuni aj.
7 Jos te tuntisitte minut, niin te tosin myös tuntisitte Isäni, ja nyt te tunnette hänet ja te näette hänet.	7 If jasi kavodaaif aj, itli jasi rilsyli ali kavodaaif ajof Ma, a nen jasi kavodaa hä a jasi vokaa hä.
8 Filippus sanoi hänelle: Herra, osoita meille Isä, niin me tyydymme.	8 Filipus saaen tu hä: Romä, tukaa tu ajsi Ma, itli ajsi nidfulcuu.
9 Jeesus sanoi hänelle: Minä olen niin kauan aikaa teidän tykönänne ja et sinä minua tunne? Filippus, joka näki minut, hän näki myös Isän, kuinka siis sinä sanot: Osoita minulle Isä?	9 Jesus saaen tu hä: Aj oo itli luna no tut jasi a ja ej aj kavodaa? Filipus, kojo vokaaen aj, hä vokaaen ali Ma, koli syklirli ja saa: Tukaa tu aj Ma?
10 Etkö usko minun olevan Isässä ja Isän minussa? Ne sanat, jotka minä teille puhun, en minä itsestäni puhu, mutta Isä, joka minussa on, hän tekee työt.	10 Ejko ja uus aj oova in Ma a Ma in aj? Itsi sasi, kosi aj tu jasi sasaa, aj ej öb aut sasaa, mut Ma, kojo in aj oo, hä tee tösi.
11 Uskokaa minua, että minä olen Isässä ja Isä on minussa, mutta jos ei, niin töiden tähden uskokaat minua.	11 Uus jasi aj, syt aj oo in Ma a Ma oo in aj, mut if ej, itli forsy tösi uus jasi aj.
12 Totisesti, totisesti sanon minä teille: Joka uskoo minuun, ne työt, joita minä teen, hän on myös tekevä ja suurempia kuin ne ovat, on hän tekevä, sillä minä menen Isäni tykö.	12 Darilli, darilli aj saa tu jasi: Kojo uus intu aj, itsi tösi, kosi aj tee, hä nee ali tee a pipir il itsi oo, nee hä tee, syfor aj tuu tu ajof ma.
13 Ja mitä ikinä te anotte minun nimeeni, sen minä teen: Että Isä kunnioitettaisiin Pojan kautta.	13 A ko kina jasi teaaf in ajof ersa, it aj tee: Syt Ma honrooifta intuni Son.
14 Mitä te anotte minun nimeeni, sen minä teen.	14 Ko jasi teaaf in ajof ersa, it aj tee.
15 Jos te rakastatte minua, niin pitäkää minun käskyni.	15 If jasi raa aj, itli paoo jasi ajof pötusasi.
16 Ja minä olen rukoileva Isää ja hän antaa teille toisen Lohduttajan, että hän teidän kanssanne olisi iankaikkisesti:	16 A aj nee usteaaf Ma a hä faa tu jasi tua Sorvyyjo, syt hä vi jasi ooif kikinoli:
17 Totuuden Hengen, jota ei maailma taida ottaa vastaan, sillä ei he näe häntä, eikä tunne häntä. Mutta te tunnette hänen, sillä hän pysyy teidän tykönänne ja on teissä oleva.	17 Darilvao Ho, kojo ej köl livotee ögaap, syfor ej häsi vokaa hä, a ej kavodaa hä. Mut jasi kavodaa hä, syfor hä autpaoo tut jasi a oo in jasi oova.
18 En minä jätä teitä orvoiksi, vaan minä tulen teidän tykönne.	18 Aj ej tejää jasi mu mamejjosi, mut aj uut tu jasi.
19 Vielä on vähän aikaa ja ei maailma silleen minua näe, mutta te näette minun, sillä minä elän ja te myös elätte.	19 Pirnen oo ipri no a ej köl li it vokaa aj, mut jasi vokaa aj, syfor aj ee a jasi ali ee.
20 Sinä päivänä pitää teidän ymmärtämän, että minä olen Isässä ja te minussa ja minä teissä.	20 Na it tan piit jasi dakavoo, syt aj oo in Ma a jasi in aj a aj in jasi.
21 Jolla minun käskyni ovat ja ne kätkee, se rakastaa minua. Mutta joka minua rakastaa, hän rakastetaan minun Isältäni ja minä tahdon häntä rakastaa ja ilmoitan itseni hänelle.	21 Kojo oof ajof pötusasi a hiid itsi, it raa aj. Mut kojo raa aj, hä raata ut ajof Ma a aj obraa raa hä a aj dafaa aut tu hä.
22 Sanoi hänelle Juudas: (ei se Iskariot) Herra, kuinka se tulee, että tahdot meille itsesi ilmoittaa ja et maailmalle?	22 Saaen tu hä Judas: (ej it Iskariot) Romä, koli it uut, syt ja obraa tu ajsi dafaa ja aut a ja ej tu köl?
23 Jeesus vastasi ja sanoi hänelle: Joka minua rakastaa, se pitää minun sanani, ja minun Isäni rakastaa häntä ja me tulemme hänen tykönsä ja asumme hänen tykönänsä.	23 Jesus ooken a saaen tu hä: Kojo raa aj, it paoo ajof sasi a ajof Ma raa hä a ajsi uut tu hä a eloo tut hä.
24 Joka ei minua rakasta, ei se minun sanojani kätke. Ja se sana, jonka te kuulette, ei ole minun, vaan Isän, joka minut lähetti.	24 Kojo ej raa aj, ej it hiid ajof sasi. A it sa, ko jasi vohöö, ej oo ajof, mut Maof, kojo pagaaen aj.
25 Näitä olen minä teille puhunut, ollessani teidän kanssanne.	25 Täsi aj oo tu jasi sasaaen, na aj ooen vi jasi.
26 Mutta Lohduttaja, Pyhä Henki, jonka Isä on lähettävä minun nimeeni, hän opettaa teille kaikki ja muistuttaa teille kaikki, mitä minä teille sanonut olen.	26 Mut Sorvyyjo, Pyhva Ho, kojo ma nee pagaa in ajof ersa, hä padaav tu jasi ki a teobsöö tu jasi ki, ko aj tu jasi saaen oo.
27 Rauhan minä jätän teille, minun rauhani minä annan teille: En minä anna teille niin kuin maailma antaa. Älköön teidän sydämenne murheellinen olko, älkää myös peljätkö.	27 Pis aj tejää tu jasi, ajof pis aj faa tu jasi: Aj ej faa tu jasi itli li köl faa. Ej jasiof hemoev sorva oo, ej jasi ali raak.
28 Te kuulitte minun sanovan: Minä menen pois ja tulen jälleen teidän tykönne. Jos te minua rakastaisitte, niin te tosin iloitsisitte, että minä sanoin: Minä menen Isän tykö, sillä Isä on suurempi minua.	28 Jasi vohööen syt aj saaen: Aj tuu yr a aj uutne dunen tu jasi. If jasi aj raaif, itli jasi rilsyli rooif, syt aj saaen: Aj tuu tu Ma, syfor Ma oo pipir aj.
29 Ja nyt minä sanon teille ennenkun se tapahtuu, että te uskoisitte, kun se tapahtunut on.	29 A nen aj saa tu jasi en na it hääp, syt jasi uusif, na it hääpen oo.
30 En minä tästedes puhu paljon teidän kanssanne, sillä tämän maailman päämies tulee, jolla ei ole mitään minussa.	30 Aj ej täne sasaa piri vi jasi, syfor tä köl pämä uut, kojo oof ejö in aj.
31 Mutta että maailma ymmärtäisi minun Isää rakastavan ja niin kuin Isä minulle käski, niin minä myös teen. Nouskaa, lähtekäämme täältä!	31 Mut syt köl dakavooif aj Ma raa a itli li Ma tu aj pötusaaen, itli aj ali tee. Yyl jasi, urtuu ajsi täel!
Johannes 15	Johan 15
1 Minä olen totinen viinipuu ja minun Isäni on peltomies:	1 Aj oo mirilva vainpu a ajof Ma oo villeimolmä:
2 Jokaisen oksan minussa, joka ei kanna hedelmää, hän karsii pois ja jokaisen, joka hedelmän kantaa, hän puhdistaa, että se kantaisi runsaamman hedelmän.	2 Ki ephar in aj, ko ej pogaag hed, hä ikuraap yr a ki, ko hed pogaag, hä kliin, syt it pogaagif siripir hed.
3 Te olette nyt puhtaat, sen sanan tähden, jonka minä teille puhuin.	3 Jasi oo nen klinva, forsy it sa, ko aj tu jasi sasaaen.
4 Pysykää te minussa ja minä teissä. Niin kuin ei oksa taida itsestänsä hedelmää kantaa, ellei hän viinipuussa kiinni ole, niin ette tekään, jollette minussa pysy.	4 Autpaoo jasi in aj a aj in jasi. Itli li ej ephar livotee ob aut hed pogaag, ifej hä in vainpu ru oo, itli jasi ej ali, ifej jasi in aj autpaoo.
